Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
father,founder.n.02,noun.person,n,a person who founds or establishes some institution,['George Washington is the father of his country'],,,M
father,don.n.03,noun.person,n,the head of an organized crime family,[],,,M
father-figure,father-figure.n.01,noun.person,n,a man (often a powerful or influential man) who arouses emotions usually felt for your real father and with whom you identify psychologically,[],man,,M
father-god,father.n.06,noun.person,n,God when considered as the first person in the Trinity,"['hear our prayers, Heavenly Father']",God,,
father-in-law,father-in-law.n.01,noun.person,n,the father of your spouse,[],father,,M
father_brown,father_brown.n.01,noun.person,n,a Catholic priest who was the hero of detective stories by G. K. Chesterton,[],priest,,N
father_christmas,santa_claus.n.01,noun.person,n,the legendary patron saint of children; an imaginary being who is thought to bring presents to children at Christmas,[],saint,,N
father_figure,father_figure.n.01,noun.person,n,a man who takes over all the functions of the real father,[],man,,M
father_of_radio,de_forest.n.01,noun.person,n,"United States electrical engineer who in 1907 patented the first triode vacuum tube, which made it possible to detect and amplify radio waves (1873-1961)",[],engineer,,PPN
father_of_the_church,church_father.n.01,noun.person,n,"(Christianity) any of about 70 theologians in the period from the 2nd to the 7th century whose writing established and confirmed official church doctrine; in the Roman Catholic Church some were later declared saints and became Doctor of the Church; the best known Latin Church Fathers are Ambrose, Augustine, Gregory the Great, and Jerome; those who wrote in Greek include Athanasius, Basil, Gregory Nazianzen, and John Chrysostom",[],established,,
father_of_the_submarine,bushnell.n.01,noun.person,n,American inventor who in 1775 designed a man-propelled submarine that was ineffectual but subsequently earned him recognition as a submarine pioneer (1742-1824),[],inventor,,PPN
father_surrogate,father_figure.n.01,noun.person,n,a man who takes over all the functions of the real father,[],man,,M
fatherhood,father.n.06,noun.person,n,God when considered as the first person in the Trinity,"['hear our prayers, Heavenly Father']",God,,
fatima,fatima.n.01,noun.person,n,youngest daughter of the prophet Mohammed and wife of the fourth calif Ali; revered especially by Shiite Muslims (606-632),[],daughter,,PPN
fatimah,fatima.n.01,noun.person,n,youngest daughter of the prophet Mohammed and wife of the fourth calif Ali; revered especially by Shiite Muslims (606-632),[],daughter,,PPN
fats_domino,domino.n.01,noun.person,n,United States rhythm and blues pianist and singer and composer (born in 1928),[],pianist,,PPN
fats_waller,waller.n.01,noun.person,n,United States jazz musician (1904-1943),[],musician,,PPN
fatso,fatso.n.01,noun.person,n,a rotund individual,[],individual,,
faulkner,faulkner.n.01,noun.person,n,United States novelist (originally Falkner) who wrote about people in the southern United States (1897-1962),[],novelist,,PPN
faultfinder,cynic.n.01,noun.person,n,someone who is critical of the motives of others,[],someone,,N
faun,faun.n.01,noun.person,n,"ancient Italian deity in human shape, with horns, pointed ears and a goat's tail; equivalent to Greek satyr",[],pointed,,
fauntleroy,fauntleroy.n.01,noun.person,n,an excessively polite and well-dressed boy,[],boy,,M
faunus,faunus.n.01,noun.person,n,(Roman mythology) ancient rural deity; later considered a counterpart of Greek Pan,[],mythology,,PPN
faust,faust.n.01,noun.person,n,an alchemist of German legend who sold his soul to Mephistopheles in exchange for knowledge,[],alchemist,,N
fausto_paolo_sozzini,socinus.n.01,noun.person,n,Italian theologian who argued against Trinitarianism (1539-1604),[],theologian,,PPN
faustus,faust.n.01,noun.person,n,an alchemist of German legend who sold his soul to Mephistopheles in exchange for knowledge,[],alchemist,,N
faustus_socinus,socinus.n.01,noun.person,n,Italian theologian who argued against Trinitarianism (1539-1604),[],theologian,,PPN
fauve,fauve.n.01,noun.person,n,a member of a group of French painters who followed fauvism,[],member,,N
fauvist,fauve.n.01,noun.person,n,a member of a group of French painters who followed fauvism,[],member,,N
favorite_son,favorite_son.n.01,noun.person,n,a United States politician favored mainly in his or her home state,[],favored,,
fawkes,fawkes.n.01,noun.person,n,English conspirator who was executed for his role in a plot to blow up James I and the Houses of Parliament (1570-1606),[],conspirator,,PPN
fawner,apple_polisher.n.01,noun.person,n,someone who humbles himself as a sign of respect; who behaves as if he had no self-respect,[],someone,,N
fay,fairy.n.01,noun.person,n,"a small being, human in form, playful and having magical powers",[],being,,
fbi_agent,g-man.n.01,noun.person,n,a special law-enforcement agent of the Federal Bureau of Investigation,[],agent,,N
fdr,roosevelt.n.01,noun.person,n,32nd President of the United States; elected four times; instituted New Deal to counter the Great Depression and led country during World War II (1882-1945),[],President,,PPN
featherweight,featherweight.n.01,noun.person,n,an amateur boxer who weighs no more than 126 pounds,[],boxer,,PPN
featherweight,featherweight.n.02,noun.person,n,weighs 126-139 pounds,[],weighs,,PPN
featherweight,featherweight.n.03,noun.person,n,a professional boxer who weighs between 123 and 126 pounds,[],boxer,,PPN
fechner,fechner.n.01,noun.person,n,German physicist who founded psychophysics; derived Fechner's law on the basis of early work by E. H. Weber (1801-1887),[],physicist,,PPN
fed,federal.n.02,noun.person,n,any federal law-enforcement officer,[],officer,,N
federal_agent,agent.n.05,noun.person,n,any agent or representative of a federal agency or bureau,[],agent,,
federal_official,federal.n.02,noun.person,n,any federal law-enforcement officer,[],officer,,N
federal_soldier,federal.n.01,noun.person,n,a member of the Union Army during the American Civil War,[],member,,N
federalist,federalist.n.01,noun.person,n,a member of a former political party in the United States that favored a strong centralized federal government,[],member,,N
federalist,federalist.n.02,noun.person,n,an advocate of federalism,[],advocate,,N
federico_fellini,fellini.n.01,noun.person,n,Italian filmmaker (1920-1993),[],filmmaker,,PPN
feeder,eater.n.01,noun.person,n,someone who consumes food for nourishment,[],someone,,N
feifer,feifer.n.01,noun.person,n,United States cartoonist who created a sarcastic comic strip (born in 1929),[],cartoonist,,PPN
felix_klein,klein.n.01,noun.person,n,German mathematician who created the Klein bottle (1849-1925),[],mathematician,,PPN
felix_mendelssohn,mendelssohn.n.01,noun.person,n,German musician and romantic composer of orchestral and choral works (1809-1847),[],musician,,PPN
fella,chap.n.01,noun.person,n,a boy or man,"['that chap is your host', ""there's a fellow at the door"", ""he's a likable cuss"", ""he's a good bloke""]",boy,,M
fellah,fellah.n.01,noun.person,n,an agricultural laborer in Arab countries,[],laborer,,N
fellata,fulani.n.01,noun.person,n,a member of a pastoral and nomadic people of western Africa; they are traditionally cattle herders of Muslim faith,[],member,,N
feller,lumberman.n.01,noun.person,n,a person who fells trees,[],person,,N
feller,chap.n.01,noun.person,n,a boy or man,"['that chap is your host', ""there's a fellow at the door"", ""he's a likable cuss"", ""he's a good bloke""]",boy,,M
fellini,fellini.n.01,noun.person,n,Italian filmmaker (1920-1993),[],filmmaker,,PPN
fellow,chap.n.01,noun.person,n,a boy or man,"['that chap is your host', ""there's a fellow at the door"", ""he's a likable cuss"", ""he's a good bloke""]",boy,,M
fellow,companion.n.01,noun.person,n,a friend who is frequently in the company of another,"['drinking companions', 'comrades in arms']",friend,,N
fellow,colleague.n.02,noun.person,n,a person who is member of one's class or profession,"['the surgeon consulted his colleagues', 'he sent e-mail to his fellow hackers']",person,,N
fellow,fellow.n.05,noun.person,n,a member of a learned society,['he was elected a fellow of the American Physiological Association'],member,,N
fellow,fellow.n.06,noun.person,n,an informal form of address for a man,"['Say, fellow, what are you doing?', ""Hey buster, what's up?""]",form,,
fellow,boyfriend.n.01,noun.person,n,a man who is the lover of a girl or young woman,"[""if I'd known he was her boyfriend I wouldn't have asked""]",man,,M
fellow_member,member.n.01,noun.person,n,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization),"['only members will be admitted', 'a member of the faculty', 'she was introduced to all the members of his family']",one,,N
fellow_traveler,fellow_traveler.n.01,noun.person,n,a communist sympathizer (but not a member of the Communist Party),[],sympathizer,,N
fellow_traveler,companion.n.02,noun.person,n,a traveler who accompanies you,[],traveler,,N
fellow_traveller,fellow_traveler.n.01,noun.person,n,a communist sympathizer (but not a member of the Communist Party),[],sympathizer,,N
fellow_traveller,companion.n.02,noun.person,n,a traveler who accompanies you,[],traveler,,N
fellow_worker,colleague.n.01,noun.person,n,an associate that one works with,[],associate,,N
felo-de-se,suicide.n.02,noun.person,n,a person who kills himself intentionally,[],person,,N
felon,criminal.n.01,noun.person,n,someone who has committed a crime or has been legally convicted of a crime,[],someone,,N
female_aristocrat,female_aristocrat.n.01,noun.person,n,a woman who is an aristocrat,[],woman,,F
female_child,female_child.n.01,noun.person,n,a youthful female person,"['the baby was a girl', 'the girls were just learning to ride a tricycle']",person,female,F
female_monarch,queen.n.02,noun.person,n,a female sovereign ruler,[],ruler,female,F
female_offspring,female_offspring.n.01,noun.person,n,a child who is female,[],child,,F
female_parent,mother.n.01,noun.person,n,a woman who has given birth to a child (also used as a term of address to your mother),['the mother of three children'],woman,,F
female_person,female.n.02,noun.person,n,a person who belongs to the sex that can have babies,[],person,,N
female_sibling,female_sibling.n.01,noun.person,n,a person's sister,[],sister,,F
femme_fatale,enchantress.n.01,noun.person,n,a woman who is considered to be dangerously seductive,[],woman,,F
fence,fence.n.02,noun.person,n,a dealer in stolen property,[],dealer,,N
fence-sitter,fence-sitter.n.01,noun.person,n,a person who won't take sides in a controversy,[],person,,N
fencer,fencer.n.01,noun.person,n,someone skilled at fencing,[],someone,,N
fencesitter,mugwump.n.02,noun.person,n,a neutral or uncommitted person (especially in politics),[],person,,N
fenrir,fenrir.n.01,noun.person,n,(Norse mythology) an enormous wolf that was fathered by Loki and that killed Odin,[],mythology,,PPN
feodor_dostoevski,dostoyevsky.n.01,noun.person,n,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),[],novelist,,PPN
feodor_dostoevsky,dostoyevsky.n.01,noun.person,n,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),[],novelist,,PPN
feodor_dostoyevsky,dostoyevsky.n.01,noun.person,n,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),[],novelist,,PPN
feodor_mikhailovich_dostoevski,dostoyevsky.n.01,noun.person,n,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),[],novelist,,PPN
feodor_mikhailovich_dostoevsky,dostoyevsky.n.01,noun.person,n,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),[],novelist,,PPN
feodor_mikhailovich_dostoyevsky,dostoyevsky.n.01,noun.person,n,Russian novelist who wrote of human suffering with humor and psychological insight (1821-1881),[],novelist,,PPN
feral_man,wild_man.n.01,noun.person,n,a person who is not socialized,[],person,,N
ferber,ferber.n.01,noun.person,n,United States novelist; author of several popular novels (1887-1968),[],novelist,,PPN
ferdinand,ferdinand.n.01,noun.person,n,the king of Castile and Aragon who ruled jointly with his wife Isabella; his marriage to Isabella I in 1469 marked the beginning of the modern state of Spain and their capture of Granada from the Moors in 1492 united Spain as one country; they instituted the Spanish Inquisition in 1478 and supported the expedition of Christopher Columbus in 1492 (1452-1516),[],king,,PPN
ferdinand_de_lesseps,lesseps.n.01,noun.person,n,French diplomat who supervised the construction of the Suez Canal (1805-1894),[],diplomat,,PPN
ferdinand_de_saussure,de_saussure.n.01,noun.person,n,Swiss linguist and expert in historical linguistics whose lectures laid the foundations for synchronic linguistics (1857-1913),[],laid,,PPN
ferdinand_i,ferdinand_i.n.01,noun.person,n,Holy Roman Emperor and king of Hungary and Bohemia (1503-1564),[],Emperor,,PPN
ferdinand_i,ferdinand_i.n.02,noun.person,n,king of Castile and Leon who achieved control of the Moorish kings of Saragossa and Seville and Toledo (1016-1065),[],king,,PPN
ferdinand_ii,ferdinand_ii.n.01,noun.person,n,Holy Roman Emperor and king of Bohemia and Hungary who waged war against Protestant forces (1578-1637),[],Emperor,,PPN
ferdinand_iii,ferdinand_iii.n.01,noun.person,n,Holy Roman Emperor and king of Hungary and Bohemia who signed the Peace of Westphalia ending the Thirty Years' War (1608-1657),[],Emperor,,PPN
ferdinand_joseph_la_menthe_morton,morton.n.01,noun.person,n,United States jazz musician who moved from ragtime to New Orleans jazz (1885-1941),[],musician,,PPN
ferdinand_julius_cohn,cohn.n.01,noun.person,n,German botanist who is generally recognized as founding bacteriology when he recognized bacteria as plants,[],botanist,,
ferdinand_magellan,magellan.n.01,noun.person,n,Portuguese navigator in the service of Spain; he commanded an expedition that was the first to circumnavigate the world (1480-1521),[],navigator,,PPN
ferdinand_of_aragon,ferdinand.n.01,noun.person,n,the king of Castile and Aragon who ruled jointly with his wife Isabella; his marriage to Isabella I in 1469 marked the beginning of the modern state of Spain and their capture of Granada from the Moors in 1492 united Spain as one country; they instituted the Spanish Inquisition in 1478 and supported the expedition of Christopher Columbus in 1492 (1452-1516),[],king,,PPN
ferdinand_the_catholic,ferdinand.n.01,noun.person,n,the king of Castile and Aragon who ruled jointly with his wife Isabella; his marriage to Isabella I in 1469 marked the beginning of the modern state of Spain and their capture of Granada from the Moors in 1492 united Spain as one country; they instituted the Spanish Inquisition in 1478 and supported the expedition of Christopher Columbus in 1492 (1452-1516),[],king,,PPN
ferdinand_the_great,ferdinand_i.n.02,noun.person,n,king of Castile and Leon who achieved control of the Moorish kings of Saragossa and Seville and Toledo (1016-1065),[],king,,PPN
ferdinand_v,ferdinand.n.01,noun.person,n,the king of Castile and Aragon who ruled jointly with his wife Isabella; his marriage to Isabella I in 1469 marked the beginning of the modern state of Spain and their capture of Granada from the Moors in 1492 united Spain as one country; they instituted the Spanish Inquisition in 1478 and supported the expedition of Christopher Columbus in 1492 (1452-1516),[],king,,PPN
ferdinand_victor_eugene_delacroix,delacroix.n.01,noun.person,n,French romantic painter (1798-1863),[],painter,,PPN
ferenc_molnar,molnar.n.01,noun.person,n,Hungarian playwright (1878-1952),[],playwright,,PPN
fermat,fermat.n.01,noun.person,n,French mathematician who founded number theory; contributed (with Pascal) to the theory of probability (1601-1665),[],contributed,,PPN
fermentologist,enologist.n.01,noun.person,n,a specialist in wine making,[],specialist,,N
fermi,fermi.n.02,noun.person,n,Italian nuclear physicist (in the United States after 1939) who worked on artificial radioactivity caused by neutron bombardment and who headed the group that in 1942 produced the first controlled nuclear reaction (1901-1954),[],physicist,,PPN
fernand_leger,leger.n.02,noun.person,n,French painter who was an early cubist (1881-1955),[],painter,,PPN
fernao_magalhaes,magellan.n.01,noun.person,n,Portuguese navigator in the service of Spain; he commanded an expedition that was the first to circumnavigate the world (1480-1521),[],navigator,,PPN
ferryman,ferryman.n.01,noun.person,n,a man who operates a ferry,[],man,,M
fetishist,fetishist.n.01,noun.person,n,one who engages in fetishism (especially of a sexual nature),[],one,,N
feudal_lord,feudal_lord.n.01,noun.person,n,a man of rank in the ancient regime,[],man,,M
feynman,feynman.n.01,noun.person,n,United States physicist who contributed to the theory of the interaction of photons and electrons (1918-1988),[],physicist,,PPN
fiance,fiance.n.01,noun.person,n,a man who is engaged to be married,[],,,M
fiancee,fiancee.n.01,noun.person,n,a woman who is engaged to be married,[],,,F
fibber,storyteller.n.02,noun.person,n,someone who tells lies,[],someone,,N
fictional_character,fictional_character.n.01,noun.person,n,an imaginary person represented in a work of fiction (play or film or story),['she is the main character in the novel'],represented,,
fictitious_character,fictional_character.n.01,noun.person,n,an imaginary person represented in a work of fiction (play or film or story),['she is the main character in the novel'],represented,,
fiddler,violinist.n.01,noun.person,n,a musician who plays the violin,[],musician,,N
fiddler,twiddler.n.01,noun.person,n,someone who manipulates in a nervous or unconscious manner,[],someone,,N
fiddler,tinkerer.n.01,noun.person,n,an unskilled person who tries to fix or mend,[],person,,N
fidel_castro,castro.n.01,noun.person,n,Cuban socialist leader who overthrew a dictator in 1959 and established a Marxist socialist state in Cuba (born in 1927),[],leader,,PPN
fidel_castro_ruz,castro.n.01,noun.person,n,Cuban socialist leader who overthrew a dictator in 1959 and established a Marxist socialist state in Cuba (born in 1927),[],leader,,PPN
fiedler,fiedler.n.01,noun.person,n,popular United States conductor (1894-1979),[],conductor,,PPN
field-grade_officer,field-grade_officer.n.01,noun.person,n,an officer holding the rank of major or lieutenant colonel or colonel,[],officer,,N
field_general,quarterback.n.01,noun.person,n,(football) the person who plays quarterback,[],football,,
field_hand,farmhand.n.01,noun.person,n,a hired hand on a farm,[],hand,,N
field_judge,field_judge.n.01,noun.person,n,a football official,[],official,,N
field_marshal,field_marshal.n.01,noun.person,n,an officer holding the highest rank in the army,[],officer,,N
field_officer,field-grade_officer.n.01,noun.person,n,an officer holding the rank of major or lieutenant colonel or colonel,[],officer,,N
fielder,fielder.n.01,noun.person,n,a member of the baseball team that is in the field instead of at bat,[],member,,N
fielder,fielder.n.02,noun.person,n,a member of the cricket team that is fielding rather than batting,[],member,,N
fieldhand,farmhand.n.01,noun.person,n,a hired hand on a farm,[],hand,,N
fielding,fielding.n.02,noun.person,n,English novelist and dramatist (1707-1754),[],novelist,,PPN
fields,fields.n.01,noun.person,n,United States comedian and film actor (1880-1946),[],comedian,,PPN
fieldsman,fielder.n.02,noun.person,n,a member of the cricket team that is fielding rather than batting,[],member,,N
fieldworker,fieldworker.n.01,noun.person,n,a researcher who works in the field,[],researcher,,N
fiend,monster.n.04,noun.person,n,a cruel wicked and inhuman person,[],person,,N
fiend,devil.n.02,noun.person,n,an evil supernatural being,[],being,,
fiend,fanatic.n.01,noun.person,n,a person motivated by irrational enthusiasm (as for a cause); --Winston Churchill,"[""A fanatic is one who can't change his mind and won't change the subject""]",motivated,,
fifth_columnist,fifth_columnist.n.01,noun.person,n,a member of a clandestine subversive organization who tries to help a potential invader,[],member,,N
fighter,combatant.n.01,noun.person,n,someone who fights (or is fighting),[],someone,,N
fighter,champion.n.02,noun.person,n,someone who fights for a cause,[],someone,,N
fighter_pilot,fighter_pilot.n.01,noun.person,n,a military or naval pilot of fighter planes,[],pilot,,N
fighting_joe_hooker,hooker.n.01,noun.person,n,United States general in the Union Army who was defeated at Chancellorsville by Robert E. Lee (1814-1879),[],States,,PPN
figure,name.n.04,noun.person,n,a well-known or notable person,"['they studied all the great names in the history of France', 'she is an important figure in modern music']",person,,N
figurehead,front_man.n.01,noun.person,n,a person used as a cover for some questionable activity,[],used,,
figurer,calculator.n.01,noun.person,n,an expert at calculation (or at operating calculating machines),[],expert,,N
file_clerk,file_clerk.n.01,noun.person,n,a clerk who is employed to maintain the files of an organization,[],clerk,,N
filer,filer.n.01,noun.person,n,a party who files a notice with a law court,[],party,,N
filer,file_clerk.n.01,noun.person,n,a clerk who is employed to maintain the files of an organization,[],clerk,,N
filibuster,filibuster.n.01,noun.person,n,a legislator who gives long speeches in an effort to delay or obstruct legislation that he (or she) opposes,[],legislator,,N
filibusterer,filibuster.n.01,noun.person,n,a legislator who gives long speeches in an effort to delay or obstruct legislation that he (or she) opposes,[],legislator,,N
filicide,filicide.n.01,noun.person,n,a parent who murders his own son or daughter,[],parent,,N
filing_clerk,file_clerk.n.01,noun.person,n,a clerk who is employed to maintain the files of an organization,[],clerk,,N
filippino_lippi,lippi.n.01,noun.person,n,Italian painter and son of Fra Filippo Lippi (1457-1504),[],painter,,PPN
filippo_brunelleschi,brunelleschi.n.01,noun.person,n,Florentine architect who was the first great architect of the Italian Renaissance (1377-1446),[],architect,,PPN
fill-in,stand-in.n.01,noun.person,n,someone who takes the place of another (as when things get dangerous or difficult),"['the star had a stand-in for dangerous scenes', 'we need extra employees for summer fill-ins']",someone,,N
fille,girl.n.01,noun.person,n,a young woman,['a young lady of 18'],woman,,F
fille_de_chambre,chambermaid.n.01,noun.person,n,a maid who is employed to clean and care for bedrooms (now primarily in hotels),[],maid,,F
fillmore,fillmore.n.01,noun.person,n,elected vice president and became the 13th President of the United States when Zachary Taylor died in office (1800-1874),[],president,,PPN
film_director,film_director.n.01,noun.person,n,the person who directs the making of a film,[],person,,N
film_maker,film_maker.n.01,noun.person,n,a producer of motion pictures,[],producer,,N
film_producer,film_maker.n.01,noun.person,n,a producer of motion pictures,[],producer,,N
film_star,film_star.n.01,noun.person,n,a star who plays leading roles in the cinema,[],star,,
film_writer,screenwriter.n.01,noun.person,n,someone who writes screenplays,[],someone,,N
filmmaker,film_maker.n.01,noun.person,n,a producer of motion pictures,[],producer,,N
finagler,finagler.n.01,noun.person,n,a deceiver who uses crafty misleading methods,[],deceiver,,N
finalist,finalist.n.01,noun.person,n,a contestant who reaches the final stages of a competition,[],contestant,,N
finance_minister,finance_minister.n.01,noun.person,n,the minister responsible for state finances,[],minister,,
financial_analyst,financial_analyst.n.01,noun.person,n,an analyst who studies the financial performance of corporations,[],analyst,,N
financial_officer,treasurer.n.01,noun.person,n,an officer charged with receiving and disbursing funds,[],charged,,
financier,financier.n.01,noun.person,n,a person skilled in large scale financial transactions,[],person,,N
finder,finder.n.01,noun.person,n,someone who comes upon something after searching,[],someone,,N
finder,finder.n.02,noun.person,n,someone who is the first to observe something,[],someone,,N
fingerprint_expert,fingerprint_expert.n.01,noun.person,n,a specialist in identifying fingerprints,[],specialist,,N
fingerprint_man,fingerprint_expert.n.01,noun.person,n,a specialist in identifying fingerprints,[],specialist,,N
fingerprint_specialist,fingerprint_expert.n.01,noun.person,n,a specialist in identifying fingerprints,[],specialist,,N
finisher,closer.n.02,noun.person,n,(baseball) a relief pitcher who can protect a lead in the last inning or two of the game,[],baseball,,
finisher,finisher.n.02,noun.person,n,a racing driver who finishes a race,[],driver,,
finisher,finisher.n.03,noun.person,n,a painter who applies a finishing coat,[],painter,,N
finisher,finisher.n.04,noun.person,n,a worker who performs the last step in a manufacturing process,[],worker,,N
fink,fink.n.01,noun.person,n,someone acting as an informer or decoy for the police,[],someone,,N
finn,finn.n.01,noun.person,n,a native or inhabitant of Finland,[],a,,
finnbogadottir,finnbogadottir.n.01,noun.person,n,former president of Iceland; first woman to be democratically elected head of state (born in 1930),[],president,,PPN
fire-eater,fireman.n.04,noun.person,n,a member of a fire department who tries to extinguish fires,[],member,,N
fire-eater,fire-eater.n.02,noun.person,n,a belligerent grouch,[],grouch,,N
fire-eater,fire-eater.n.03,noun.person,n,a performer who pretends to swallow fire,[],performer,,N
fire-swallower,fire-eater.n.03,noun.person,n,a performer who pretends to swallow fire,[],performer,,N
fire_chief,fire_chief.n.01,noun.person,n,the head of a fire department,[],head,,N
fire_fighter,fireman.n.04,noun.person,n,a member of a fire department who tries to extinguish fires,[],member,,N
fire_marshal,fire_chief.n.01,noun.person,n,the head of a fire department,[],head,,N
fire_marshall,fire_marshall.n.01,noun.person,n,an official who is responsible for the prevention and investigation of fires,[],official,,N
fire_walker,fire_walker.n.01,noun.person,n,someone who walks barefoot on burning coals,[],someone,,N
fire_warden,fire_warden.n.01,noun.person,n,an official who is responsible for managing and protecting an area of forest,[],official,,N
fire_watcher,fire_watcher.n.01,noun.person,n,(during World War II in Britain) someone whose duty was to watch for fires caused by bombs dropped from the air,[],dropped,,
fireball,powerhouse.n.01,noun.person,n,a highly energetic and indefatigable person,[],person,,N
firebrand,instigator.n.01,noun.person,n,someone who deliberately foments trouble,['she was the instigator of their quarrel'],someone,,N
firebug,arsonist.n.01,noun.person,n,a criminal who illegally sets fire to property,[],criminal,,N
firedrake,dragon.n.01,noun.person,n,a creature of Teutonic mythology; usually represented as breathing fire and having a reptilian body and sometimes wings,[],creature,,
firefighter,fireman.n.04,noun.person,n,a member of a fire department who tries to extinguish fires,[],member,,N
fireman,stoker.n.02,noun.person,n,a laborer who tends fires (as on a coal-fired train or steamship),[],laborer,,N
fireman,reliever.n.03,noun.person,n,a pitcher who does not start the game,[],pitcher,,
fireman,fireman.n.04,noun.person,n,a member of a fire department who tries to extinguish fires,[],member,,N
first-nighter,first-nighter.n.01,noun.person,n,someone habitually a spectator at the openings of theatrical productions,[],someone,,N
first-rater,first-rater.n.01,noun.person,n,one who is first-rate,[],one,,N
first_baron_beveridge,beveridge.n.01,noun.person,n,British economist (born in India) whose report on social insurance provided the basis for most of the social legislation on which the welfare state in the United Kingdom is based (1879-1963),[],provided,,PPN
first_baron_kelvin,kelvin.n.02,noun.person,n,British physicist who invented the Kelvin scale of temperature and pioneered undersea telegraphy (1824-1907),[],physicist,,PPN
first_baron_lytton,lytton.n.01,noun.person,n,English writer of historical romances (1803-1873),[],writer,,PPN
first_baron_macaulay,macaulay.n.01,noun.person,n,English historian noted for his history of England (1800-1859),[],noted,,PPN
first_baron_marks_of_broughton,marks.n.01,noun.person,n,English businessman who created a retail chain (1888-1964),[],businessman,,PPN
first_baron_passfield,webb.n.02,noun.person,n,English sociologist and economist and a central member of the Fabian Society (1859-1947),[],sociologist,,PPN
first_baron_rutherford,rutherford.n.03,noun.person,n,British physicist (born in New Zealand) who discovered the atomic nucleus and proposed a nuclear model of the atom (1871-1937),[],physicist,,PPN
first_baron_rutherford_of_nelson,rutherford.n.03,noun.person,n,British physicist (born in New Zealand) who discovered the atomic nucleus and proposed a nuclear model of the atom (1871-1937),[],physicist,,PPN
first_baron_tennyson,tennyson.n.01,noun.person,n,Englishman and Victorian poet (1809-1892),[],Englishman,,PPN
first_baseman,first_baseman.n.01,noun.person,n,(baseball) the person who plays first base,[],baseball,,
first_cause,first_cause.n.01,noun.person,n,an agent that is the cause of all things but does not itself have a cause,['God is the first cause'],agent,,
first_cousin,cousin.n.01,noun.person,n,the child of your aunt or uncle,[],child,,N
first_duke_of_marlborough,churchill.n.01,noun.person,n,English general considered one of the greatest generals in history (1650-1722),[],general,,PPN
first_duke_of_wellington,wellington.n.01,noun.person,n,British general and statesman; he defeated Napoleon at Waterloo; subsequently served as Prime Minister (1769-1852),[],British,,PPN
first_earl_kitchener_of_khartoum,kitchener.n.01,noun.person,n,British field marshal (1850-1916),[],marshal,,PPN
first_earl_of_beaconsfield,disraeli.n.01,noun.person,n,British statesman who as Prime Minister bought controlling interest in the Suez Canal and made Queen Victoria the empress of India (1804-1881),[],statesman,,PPN
first_earl_of_chatham,pitt.n.03,noun.person,n,English statesman who brought the Seven Years' War to an end (1708-1778),[],statesman,,PPN
first_earl_of_orford,walpole.n.02,noun.person,n,Englishman and Whig statesman who (under George I) was effectively the first British prime minister (1676-1745),[],Englishman,,PPN
first_earl_wavell,wavell.n.01,noun.person,n,British field marshal in North Africa in World War II; he defeated the Italians before being defeated by the Germans (1883-1950),[],marshal,,PPN
first_lady,first_lady.n.01,noun.person,n,the leading woman in an art or profession,[],woman,,F
first_lady,first_lady.n.02,noun.person,n,the wife of a chief executive,[],wife,,F
first_lieutenant,first_lieutenant.n.01,noun.person,n,a commissioned officer in the Army or Air Force or Marines ranking above a 2nd lieutenant and below a captain,[],officer,,N
first_lord_of_the_treasury,treasury.n.04,noun.person,n,the British cabinet minister responsible for economic strategy,[],minister,,
first_marquess_cornwallis,cornwallis.n.01,noun.person,n,commander of the British forces in the American War of Independence; was defeated by American and French troops at Yorktown (1738-1805),[],defeated,,PPN
first_mate,mate.n.01,noun.person,n,the officer below the master on a commercial ship,[],officer,,N
first_offender,first_offender.n.01,noun.person,n,someone convicted for the first time,[],someone,,N
first_sacker,first_baseman.n.01,noun.person,n,(baseball) the person who plays first base,[],baseball,,
first_sergeant,first_sergeant.n.01,noun.person,n,a sergeant in the Army above the rank of staff sergeant and below master sergeant,[],sergeant,,
first_viscount_haldane_of_cloan,haldane.n.04,noun.person,n,Scottish statesman and brother of Elizabeth and John Haldane (1856-1928),[],statesman,,PPN
first_viscount_nuffield,nuffield.n.01,noun.person,n,British industrialist who manufactured automobiles and created a philanthropic foundation (1877-1963),[],industrialist,,PPN
firth,firth.n.01,noun.person,n,English linguist who contributed to linguistic semantics and to prosodic phonology and who was noted for his insistence on studying both sound and meaning in context (1890-1960),[],linguist,,PPN
fischer,fischer.n.01,noun.person,n,German chemist noted for his synthesis of hemin (1881-1945),[],noted,,PPN
fischer,fischer.n.02,noun.person,n,German chemist noted for work on synthetic sugars and the purines (1852-1919),[],noted,,PPN
fischer,fischer.n.03,noun.person,n,United States chess master; world champion from 1972 to 1975 (born in 1943),[],master,,PPN
fish,pisces.n.02,noun.person,n,(astrology) a person who is born while the sun is in Pisces,[],astrology,,
fisher,fisherman.n.01,noun.person,n,someone whose occupation is catching fish,[],someone,,N
fisherman,fisherman.n.01,noun.person,n,someone whose occupation is catching fish,[],someone,,N
