Lemma,Sense,SuperSense,POS_Tag,Definition,Examples,Head,Amod/Comp,Gender
fishmonger,fishmonger.n.01,noun.person,n,someone who sells fish,[],someone,,N
fishwife,fishmonger.n.01,noun.person,n,someone who sells fish,[],someone,,N
fitzgerald,fitzgerald.n.01,noun.person,n,English poet remembered primarily for his free translation of the poetry of Omar Khayyam (1809-1883),[],remembered,,PPN
fitzgerald,fitzgerald.n.02,noun.person,n,United States author whose novels characterized the Jazz Age in the United States (1896-1940),[],author,,PPN
fitzgerald,fitzgerald.n.03,noun.person,n,United States scat singer (1917-1996),[],singer,,PPN
five-star_admiral,fleet_admiral.n.01,noun.person,n,an admiral of the highest rank,[],admiral,,N
fixer,fixer.n.01,noun.person,n,someone who intervenes with authorities for a person in trouble (usually using underhand or illegal methods for a fee),[],someone,,N
fixer,mender.n.01,noun.person,n,a skilled worker who mends or repairs things,[],worker,,N
fixture,regular.n.01,noun.person,n,a regular patron,"['an habitue of the racetrack', 'a bum who is a Central Park fixture']",patron,,N
flack,flak_catcher.n.01,noun.person,n,a slick spokesperson who can turn any criticism to the advantage of their employer,[],spokesperson,,N
flack_catcher,flak_catcher.n.01,noun.person,n,a slick spokesperson who can turn any criticism to the advantage of their employer,[],spokesperson,,N
flag-waver,chauvinist.n.02,noun.person,n,an extreme bellicose nationalist,[],nationalist,,N
flag_captain,flag_captain.n.01,noun.person,n,the captain of a flagship,[],captain,,N
flag_officer,flag_officer.n.01,noun.person,n,a senior naval officer above the rank of captain,[],officer,,N
flagellant,flagellant.n.01,noun.person,n,a person who is whipped or whips himself for sexual gratification,[],person,,N
flagellant,flagellant.n.02,noun.person,n,a person who whips himself as a religious penance,[],person,,N
flak,flak_catcher.n.01,noun.person,n,a slick spokesperson who can turn any criticism to the advantage of their employer,[],spokesperson,,N
flak_catcher,flak_catcher.n.01,noun.person,n,a slick spokesperson who can turn any criticism to the advantage of their employer,[],spokesperson,,N
flake,eccentric.n.01,noun.person,n,a person with an unusual or odd personality,[],person,,N
flamen,flamen.n.01,noun.person,n,a priest who served a particular deity in ancient Rome,[],priest,,N
flaminius,flaminius.n.01,noun.person,n,Roman statesman and general who built the Flaminian Way; died when he was defeated by Hannibal (died 217 BC),[],statesman,,PPN
flanker,flanker_back.n.01,noun.person,n,a back stationed wide of the scrimmage line; used as a pass receiver,[],a,,
flanker,flanker.n.02,noun.person,n,a soldier who is a member of a detachment assigned to guard the flanks of a military formation,[],soldier,,N
flanker_back,flanker_back.n.01,noun.person,n,a back stationed wide of the scrimmage line; used as a pass receiver,[],a,,
flannery_o'connor,o'connor.n.01,noun.person,n,United States writer (1925-1964),[],writer,,PPN
flapper,flapper.n.01,noun.person,n,a young woman in the 1920s who flaunted her unconventional conduct and dress,[],woman,,F
flash_in_the_pan,flash_in_the_pan.n.01,noun.person,n,someone who enjoys transient success but then fails,[],someone,,N
flasher,exhibitionist.n.01,noun.person,n,someone with a compulsive desire to expose the genitals,[],someone,,N
flatfoot,flatfoot.n.01,noun.person,n,a policeman who patrols a given region,[],policeman,,N
flatmate,flatmate.n.01,noun.person,n,an associate who shares an apartment with you,[],associate,,N
flatterer,flatterer.n.01,noun.person,n,a person who uses flattery,[],person,,N
flaubert,flaubert.n.01,noun.person,n,French writer of novels and short stories (1821-1880),[],writer,,PPN
flautist,flutist.n.01,noun.person,n,someone who plays the flute,[],someone,,N
flavius_claudius_julianus,julian.n.01,noun.person,n,Roman Emperor and nephew of Constantine; he restored paganism as the official religion of the Roman Empire and destroyed Christian temples but his decision was reversed after his death (331?-363),[],Emperor,,PPN
flavius_josephus,josephus.n.01,noun.person,n,Jewish general who led the revolt of the Jews against the Romans and then wrote a history of those events (37-100),[],general,,PPN
flavius_theodosius,theodosius.n.01,noun.person,n,"the last emperor of a united Roman Empire, he took control of the eastern empire and ended the war with the Visigoths; he became a Christian and in 391 banned all forms of pagan worship (346-395)",[],took,,PPN
flavius_valerius_constantinus,constantine.n.01,noun.person,n,Emperor of Rome who stopped the persecution of Christians and in 324 made Christianity the official religion of the Roman Empire; in 330 he moved his capital from Rome to Byzantium and renamed it Constantinople (280-337),[],stopped,,PPN
fleer,fugitive.n.01,noun.person,n,someone who flees from an uncongenial situation,['fugitives from the sweatshops'],someone,,N
fleet_admiral,fleet_admiral.n.01,noun.person,n,an admiral of the highest rank,[],admiral,,N
fleming,fleming.n.01,noun.person,n,British writer famous for writing spy novels about secret agent James Bond (1908-1964),[],writer,,PPN
fleming,fleming.n.02,noun.person,n,Scottish bacteriologist who discovered penicillin (1881-1955),[],bacteriologist,,PPN
fleming,fleming.n.03,noun.person,n,a native of Flanders or a Flemish-speaking Belgian,[],native,,N
fletcher,fletcher.n.01,noun.person,n,prolific English dramatist who collaborated with Francis Beaumont and many other dramatists (1579-1625),[],dramatist,,PPN
flibbertigibbet,flibbertigibbet.n.01,noun.person,n,a female fool,[],fool,female,F
flier,flier.n.01,noun.person,n,someone who travels by air,[],someone,,N
flier,aviator.n.01,noun.person,n,someone who operates an aircraft,[],someone,,N
flight_attendant,steward.n.03,noun.person,n,an attendant on an airplane,[],attendant,,N
flight_engineer,flight_engineer.n.01,noun.person,n,the flight crewman responsible for mechanical operation while in flight,[],crewman,,N
flight_surgeon,flight_surgeon.n.01,noun.person,n,a medical officer specializing in aviation medicine,[],officer,,N
flinders,flinders.n.01,noun.person,n,British explorer who mapped the Australian coast (1774-1814),[],explorer,,PPN
flirt,coquette.n.01,noun.person,n,a seductive woman who uses her sex appeal to exploit men,[],woman,,F
flo_ziegfeld,ziegfeld.n.01,noun.person,n,United States theatrical producer noted for a series of extravagant revues known as the Ziegfeld Follies (1869-1932),[],noted,,PPN
floater,vagrant.n.01,noun.person,n,a wanderer who has no established residence or visible means of support,[],wanderer,,N
floater,floater.n.04,noun.person,n,an employee who is reassigned from job to job as needed,[],employee,,N
floater,floater.n.05,noun.person,n,a voter who votes illegally at different polling places in the same election,[],voter,,N
floater,floater.n.06,noun.person,n,a swimmer who floats in the water,[],swimmer,,N
floating_voter,swing_voter.n.01,noun.person,n,a voter who has no allegiance to any political party and whose unpredictable decisions can swing the outcome of an election one way or the other,[],voter,,N
flogger,flogger.n.01,noun.person,n,a torturer who flogs or scourges (especially an official whose duty is to whip offenders),[],torturer,,N
floor_leader,floor_leader.n.01,noun.person,n,the legislator who organizes his party's strategy,[],legislator,,N
floorwalker,floorwalker.n.01,noun.person,n,an employee of a retail store who supervises sales personnel and helps with customer problems,['a floorwalker is called a shopwalker in Britain'],employee,,N
floozie,streetwalker.n.01,noun.person,n,a prostitute who attracts customers by walking the streets,[],prostitute,,F
floozy,streetwalker.n.01,noun.person,n,a prostitute who attracts customers by walking the streets,[],prostitute,,F
florence_nightingale,nightingale.n.02,noun.person,n,English nurse remembered for her work during the Crimean War (1820-1910),[],remembered,,PPN
florenz_ziegfeld,ziegfeld.n.01,noun.person,n,United States theatrical producer noted for a series of extravagant revues known as the Ziegfeld Follies (1869-1932),[],noted,,PPN
florey,florey.n.01,noun.person,n,"British pathologist who isolated and purified penicillin, which had been discovered in 1928 by Sir Alexander Fleming (1898-1968)",[],pathologist,,PPN
floridian,floridian.n.01,noun.person,n,a native or resident of Florida,[],resident,,N
florio,florio.n.01,noun.person,n,English lexicographer remembered for his Italian and English dictionary (1553-1625),[],remembered,,PPN
florist,florist.n.01,noun.person,n,someone who grows and deals in flowers,['the florist made up an attractive bouquet'],someone,,N
flory,flory.n.01,noun.person,n,United States chemist who developed methods for studying long-chain molecules (1910-1985),[],chemist,,PPN
flouter,scoffer.n.02,noun.person,n,someone who jeers or mocks or treats something with contempt or calls out in derision,[],someone,,N
flower_child,hippie.n.01,noun.person,n,someone who rejects the established culture; advocates extreme liberalism in politics and lifestyle,[],someone,,N
flower_girl,flower_girl.n.01,noun.person,n,a woman who sells flowers in the street,[],woman,,F
flower_girl,flower_girl.n.02,noun.person,n,a young girl who carries flowers in a (wedding) procession,[],girl,,F
floyd_bennett,bennett.n.01,noun.person,n,United States aviator who (with Richard E. Byrd) piloted the first flight over the North Pole (1890-1928),[],aviator,,PPN
flunkey,lackey.n.01,noun.person,n,a male servant (especially a footman),[],servant,male,M
flunkey,flunky.n.02,noun.person,n,a person of unquestioning obedience,[],person,,N
flunky,lackey.n.01,noun.person,n,a male servant (especially a footman),[],servant,male,M
flunky,flunky.n.02,noun.person,n,a person of unquestioning obedience,[],person,,N
flute_player,flutist.n.01,noun.person,n,someone who plays the flute,[],someone,,N
flutist,flutist.n.01,noun.person,n,someone who plays the flute,[],someone,,N
flyer,flier.n.01,noun.person,n,someone who travels by air,[],someone,,N
flyer,aviator.n.01,noun.person,n,someone who operates an aircraft,[],someone,,N
flying_dutchman,flying_dutchman.n.01,noun.person,n,the captain of a phantom ship (the Flying Dutchman) who was condemned to sail against the wind until Judgment Day,[],captain,,N
flyweight,flyweight.n.01,noun.person,n,weighs no more than 115 pounds,[],weighs,,PPN
flyweight,flyweight.n.02,noun.person,n,an amateur boxer who weighs no more than 112 pounds,[],boxer,,PPN
fo,field-grade_officer.n.01,noun.person,n,an officer holding the rank of major or lieutenant colonel or colonel,[],officer,,N
fodder,cannon_fodder.n.01,noun.person,n,soldiers who are regarded as expendable in the face of artillery fire,[],soldiers,,
foe,enemy.n.02,noun.person,n,an armed adversary (especially a member of an opposing military force),['a soldier must be prepared to kill his enemies'],adversary,,N
foe,foe.n.02,noun.person,n,a personal enemy,['they had been political foes for years'],enemy,,
foeman,enemy.n.02,noun.person,n,an armed adversary (especially a member of an opposing military force),['a soldier must be prepared to kill his enemies'],adversary,,N
fogey,dodo.n.01,noun.person,n,someone whose style is out of fashion,[],someone,,N
fogy,dodo.n.01,noun.person,n,someone whose style is out of fashion,[],someone,,N
folk_dancer,folk_dancer.n.01,noun.person,n,someone who does folk dances,[],someone,,N
folk_poet,folk_poet.n.01,noun.person,n,a folk writer who composes in verse,[],writer,,
folk_singer,folk_singer.n.01,noun.person,n,a singer of folk songs,[],singer,,N
folk_writer,folk_writer.n.01,noun.person,n,a writer of folktales,[],writer,,
follower,follower.n.01,noun.person,n,a person who accepts the leadership of another,[],person,,N
follower,follower.n.02,noun.person,n,someone who travels behind or pursues another,[],someone,,N
followers,follower.n.01,noun.person,n,a person who accepts the leadership of another,[],person,,N
followers,follower.n.02,noun.person,n,someone who travels behind or pursues another,[],someone,,N
